,Disposable,Faceshield,Reusable
4455,1,0,0
1942,0,1,0
11461,0,0,1
4331,1,0,0
10333,0,0,1
9965,0,0,1
5927,1,0,0
2040,0,1,0
9054,0,0,1
8762,0,0,1
7391,0,0,1
4878,1,0,0
4659,1,0,0
5001,1,0,0
2775,1,0,0
4145,1,0,0
2323,0,1,0
762,0,1,0
5921,1,0,0
2617,1,0,0
2411,0,1,0
1094,0,1,0
6065,1,0,0
1546,0,1,0
4589,1,0,0
6034,1,0,0
7685,0,0,1
6953,0,0,1
3135,1,0,0
7809,0,0,1
5040,1,0,0
10755,0,0,1
5428,1,0,0
6523,1,0,0
6419,1,0,0
9010,0,0,1
3805,1,0,0
884,0,1,0
2654,1,0,0
7309,0,0,1
7872,0,0,1
6774,1,0,0
10246,0,0,1
10765,0,0,1
464,0,1,0
1257,0,1,0
9357,0,0,1
7803,0,0,1
4274,1,0,0
7074,0,0,1
5192,1,0,0
8583,0,0,1
11303,0,0,1
6231,1,0,0
5300,1,0,0
2202,0,1,0
10417,0,0,1
9642,0,0,1
1262,0,1,0
7709,0,0,1
975,0,1,0
8011,0,0,1
5866,1,0,0
4925,1,0,0
941,0,1,0
5263,1,0,0
6582,1,0,0
4723,1,0,0
2387,0,1,0
11353,0,0,1
5021,1,0,0
4391,1,0,0
5148,1,0,0
6803,1,0,0
3221,1,0,0
3882,1,0,0
7550,0,0,1
11017,0,0,1
1610,0,1,0
8116,0,0,1
5953,1,0,0
2789,1,0,0
944,0,1,0
10396,0,0,1
1857,0,1,0
10118,0,0,1
4108,1,0,0
5213,1,0,0
9930,0,0,1
3255,1,0,0
2690,1,0,0
7911,0,0,1
4627,1,0,0
8724,0,0,1
1319,0,1,0
8845,0,0,1
11524,0,0,1
5162,1,0,0
8009,0,0,1
8722,0,0,1
8169,0,0,1
4529,1,0,0
3475,1,0,0
3505,1,0,0
4749,1,0,0
2477,0,1,0
7538,0,0,1
7746,0,0,1
7086,0,0,1
8607,0,0,1
10638,0,0,1
4501,1,0,0
7356,0,0,1
11507,0,0,1
6336,1,0,0
6982,0,0,1
8715,0,0,1
1874,0,1,0
9933,0,0,1
8024,0,0,1
11610,0,0,1
5096,1,0,0
2904,1,0,0
570,0,1,0
1448,0,1,0
8176,0,0,1
9560,0,0,1
939,0,1,0
9143,0,0,1
8542,0,0,1
7621,0,0,1
9302,0,0,1
5841,1,0,0
6837,1,0,0
8518,0,0,1
3226,1,0,0
11369,0,0,1
6332,1,0,0
3978,1,0,0
4383,1,0,0
5834,1,0,0
9242,0,0,1
8950,0,0,1
3539,1,0,0
11203,0,0,1
10456,0,0,1
10377,0,0,1
11348,0,0,1
5681,1,0,0
2827,1,0,0
5780,1,0,0
3634,1,0,0
4996,1,0,0
1338,0,1,0
3262,1,0,0
8443,0,0,1
6838,1,0,0
5089,1,0,0
5741,1,0,0
650,0,1,0
6039,1,0,0
2902,1,0,0
2258,0,1,0
5395,1,0,0
7082,0,0,1
10819,0,0,1
8280,0,0,1
3521,1,0,0
2730,1,0,0
7553,0,0,1
4478,1,0,0
5660,1,0,0
1596,0,1,0
67,0,1,0
2584,0,1,0
10846,0,0,1
6281,1,0,0
3196,1,0,0
10938,0,0,1
5327,1,0,0
9260,0,0,1
11450,0,0,1
1258,0,1,0
7268,0,0,1
6350,1,0,0
9940,0,0,1
991,0,1,0
3504,1,0,0
113,0,1,0
919,0,1,0
2509,0,1,0
10977,0,0,1
165,0,1,0
6741,1,0,0
10902,0,0,1
9969,0,0,1
8444,0,0,1
4603,1,0,0
8600,0,0,1
9923,0,0,1
949,0,1,0
4594,1,0,0
11062,0,0,1
3770,1,0,0
2506,0,1,0
5107,1,0,0
2850,1,0,0
6000,1,0,0
8510,0,0,1
11640,0,0,1
7377,0,0,1
9702,0,0,1
4446,1,0,0
5794,1,0,0
9497,0,0,1
4460,1,0,0
8732,0,0,1
2505,0,1,0
8846,0,0,1
6623,1,0,0
1114,0,1,0
6942,0,0,1
9791,0,0,1
298,0,1,0
1675,0,1,0
3347,1,0,0
6170,1,0,0
2735,1,0,0
5669,1,0,0
9335,0,0,1
4988,1,0,0
10498,0,0,1
11471,0,0,1
8064,0,0,1
4325,1,0,0
4172,1,0,0
11581,0,0,1
4550,1,0,0
11515,0,0,1
8382,0,0,1
9346,0,0,1
2103,0,1,0
5336,1,0,0
11589,0,0,1
3759,1,0,0
9122,0,0,1
1837,0,1,0
9385,0,0,1
9697,0,0,1
11037,0,0,1
5710,1,0,0
607,0,1,0
4500,1,0,0
7036,0,0,1
1093,0,1,0
7460,0,0,1
6718,1,0,0
8405,0,0,1
10460,0,0,1
4487,1,0,0
160,0,1,0
203,0,1,0
6483,1,0,0
3940,1,0,0
9711,0,0,1
6103,1,0,0
4933,1,0,0
2934,1,0,0
1814,0,1,0
2435,0,1,0
1230,0,1,0
10126,0,0,1
3046,1,0,0
5705,1,0,0
11267,0,0,1
7856,0,0,1
10592,0,0,1
3988,1,0,0
4251,1,0,0
6111,1,0,0
6828,1,0,0
9915,0,0,1
7670,0,0,1
6204,1,0,0
3293,1,0,0
4034,1,0,0
2725,1,0,0
4290,1,0,0
4334,1,0,0
8132,0,0,1
3877,1,0,0
6205,1,0,0
7465,0,0,1
7741,0,0,1
6879,1,0,0
4753,1,0,0
4886,1,0,0
857,0,1,0
370,0,1,0
6539,1,0,0
9763,0,0,1
2561,0,1,0
3801,1,0,0
2640,1,0,0
5455,1,0,0
7698,0,0,1
4490,1,0,0
2347,0,1,0
649,0,1,0
6859,1,0,0
2781,1,0,0
7772,0,0,1
9967,0,0,1
10129,0,0,1
7207,0,0,1
5944,1,0,0
7876,0,0,1
615,0,1,0
9847,0,0,1
2575,0,1,0
53,0,1,0
8344,0,0,1
3340,1,0,0
8872,0,0,1
1705,0,1,0
10572,0,0,1
7585,0,0,1
7917,0,0,1
1493,0,1,0
5876,1,0,0
11621,0,0,1
7747,0,0,1
803,0,1,0
4953,1,0,0
1812,0,1,0
8910,0,0,1
990,0,1,0
2774,1,0,0
10936,0,0,1
2448,0,1,0
3513,1,0,0
10346,0,0,1
9794,0,0,1
219,0,1,0
9180,0,0,1
1288,0,1,0
3163,1,0,0
4678,1,0,0
2618,1,0,0
3612,1,0,0
43,0,1,0
9344,0,0,1
8683,0,0,1
8541,0,0,1
3792,1,0,0
3571,1,0,0
11641,0,0,1
1503,0,1,0
11601,0,0,1
11466,0,0,1
3439,1,0,0
1892,0,1,0
11246,0,0,1
10887,0,0,1
8873,0,0,1
5255,1,0,0
1955,0,1,0
5167,1,0,0
4814,1,0,0
3575,1,0,0
6460,1,0,0
1505,0,1,0
9162,0,0,1
670,0,1,0
6491,1,0,0
7048,0,0,1
11002,0,0,1
10489,0,0,1
1085,0,1,0
897,0,1,0
3306,1,0,0
6239,1,0,0
2666,1,0,0
3193,1,0,0
2890,1,0,0
6003,1,0,0
8922,0,0,1
7816,0,0,1
2621,1,0,0
8459,0,0,1
6202,1,0,0
9021,0,0,1
9283,0,0,1
8166,0,0,1
5813,1,0,0
2,0,1,0
5970,1,0,0
2370,0,1,0
3804,1,0,0
1769,0,1,0
9920,0,0,1
9829,0,0,1
6079,1,0,0
531,0,1,0
10062,0,0,1
10095,0,0,1
6476,1,0,0
6977,0,0,1
10407,0,0,1
11379,0,0,1
3120,1,0,0
10527,0,0,1
6259,1,0,0
731,0,1,0
3406,1,0,0
2339,0,1,0
5991,1,0,0
6328,1,0,0
8180,0,0,1
8029,0,0,1
2565,0,1,0
2581,0,1,0
9548,0,0,1
8668,0,0,1
8854,0,0,1
7534,0,0,1
8191,0,0,1
10472,0,0,1
11051,0,0,1
1255,0,1,0
2104,0,1,0
10850,0,0,1
9689,0,0,1
8343,0,0,1
10679,0,0,1
4994,1,0,0
10466,0,0,1
8756,0,0,1
5057,1,0,0
8030,0,0,1
4434,1,0,0
3484,1,0,0
11078,0,0,1
5318,1,0,0
3816,1,0,0
6773,1,0,0
7862,0,0,1
10391,0,0,1
2546,0,1,0
7628,0,0,1
6479,1,0,0
1621,0,1,0
10997,0,0,1
7260,0,0,1
3904,1,0,0
1847,0,1,0
10390,0,0,1
1096,0,1,0
6811,1,0,0
10880,0,0,1
10743,0,0,1
11066,0,0,1
5499,1,0,0
10794,0,0,1
2463,0,1,0
10312,0,0,1
3700,1,0,0
6684,1,0,0
8937,0,0,1
1788,0,1,0
250,0,1,0
6314,1,0,0
9085,0,0,1
3645,1,0,0
1776,0,1,0
192,0,1,0
820,0,1,0
11235,0,0,1
7845,0,0,1
8973,0,0,1
7968,0,0,1
4400,1,0,0
8877,0,0,1
5388,1,0,0
4166,1,0,0
8693,0,0,1
10925,0,0,1
4951,1,0,0
2687,1,0,0
4390,1,0,0
8047,0,0,1
3388,1,0,0
4927,1,0,0
8685,0,0,1
5552,1,0,0
2607,1,0,0
9132,0,0,1
238,0,1,0
4015,1,0,0
10813,0,0,1
2977,1,0,0
7841,0,0,1
9890,0,0,1
11163,0,0,1
11553,0,0,1
5473,1,0,0
945,0,1,0
8460,0,0,1
9259,0,0,1
5097,1,0,0
8631,0,0,1
6055,1,0,0
6473,1,0,0
8731,0,0,1
7974,0,0,1
3552,1,0,0
11628,0,0,1
3360,1,0,0
7342,0,0,1
7635,0,0,1
5628,1,0,0
2410,0,1,0
5783,1,0,0
4507,1,0,0
9864,0,0,1
3982,1,0,0
10278,0,0,1
146,0,1,0
7820,0,0,1
6901,1,0,0
8629,0,0,1
2294,0,1,0
2253,0,1,0
7178,0,0,1
3611,1,0,0
5353,1,0,0
1736,0,1,0
10974,0,0,1
9246,0,0,1
114,0,1,0
10866,0,0,1
6126,1,0,0
7769,0,0,1
11058,0,0,1
9691,0,0,1
498,0,1,0
8145,0,0,1
6559,1,0,0
6378,1,0,0
4733,1,0,0
720,0,1,0
7581,0,0,1
4384,1,0,0
10322,0,0,1
10576,0,0,1
5725,1,0,0
3089,1,0,0
11130,0,0,1
8986,0,0,1
484,0,1,0
4545,1,0,0
596,0,1,0
10608,0,0,1
8892,0,0,1
8235,0,0,1
5164,1,0,0
10671,0,0,1
1647,0,1,0
4590,1,0,0
7539,0,0,1
8805,0,0,1
6815,1,0,0
2700,1,0,0
9107,0,0,1
1700,0,1,0
10435,0,0,1
5404,1,0,0
8982,0,0,1
9728,0,0,1
2942,1,0,0
6968,0,0,1
6557,1,0,0
8209,0,0,1
6219,1,0,0
2512,0,1,0
86,0,1,0
7593,0,0,1
2308,0,1,0
2677,1,0,0
10670,0,0,1
9557,0,0,1
10211,0,0,1
2594,1,0,0
8077,0,0,1
9458,0,0,1
1029,0,1,0
136,0,1,0
6972,0,0,1
1236,0,1,0
7024,0,0,1
6240,1,0,0
8296,0,0,1
2854,1,0,0
4409,1,0,0
7529,0,0,1
1200,0,1,0
6121,1,0,0
4717,1,0,0
11105,0,0,1
7556,0,0,1
10614,0,0,1
566,0,1,0
9008,0,0,1
5933,1,0,0
5430,1,0,0
5868,1,0,0
6296,1,0,0
3927,1,0,0
6195,1,0,0
8236,0,0,1
9672,0,0,1
7781,0,0,1
8572,0,0,1
9311,0,0,1
3606,1,0,0
10401,0,0,1
9646,0,0,1
2330,0,1,0
3515,1,0,0
2187,0,1,0
195,0,1,0
9006,0,0,1
7787,0,0,1
5059,1,0,0
802,0,1,0
5715,1,0,0
10013,0,0,1
2668,1,0,0
8072,0,0,1
6598,1,0,0
241,0,1,0
2068,0,1,0
9287,0,0,1
7947,0,0,1
10856,0,0,1
644,0,1,0
10945,0,0,1
5103,1,0,0
5460,1,0,0
7205,0,0,1
1637,0,1,0
7552,0,0,1
120,0,1,0
5873,1,0,0
2981,1,0,0
5069,1,0,0
3074,1,0,0
10418,0,0,1
7296,0,0,1
3278,1,0,0
7131,0,0,1
2135,0,1,0
9485,0,0,1
4970,1,0,0
8323,0,0,1
134,0,1,0
4351,1,0,0
7381,0,0,1
6915,1,0,0
5324,1,0,0
8165,0,0,1
11250,0,0,1
8303,0,0,1
2559,0,1,0
62,0,1,0
9297,0,0,1
11605,0,0,1
1358,0,1,0
8663,0,0,1
8469,0,0,1
11021,0,0,1
10251,0,0,1
2467,0,1,0
679,0,1,0
2041,0,1,0
741,0,1,0
5307,1,0,0
6266,1,0,0
8690,0,0,1
3641,1,0,0
444,0,1,0
9523,0,0,1
10870,0,0,1
3258,1,0,0
4663,1,0,0
1873,0,1,0
4744,1,0,0
2596,1,0,0
1717,0,1,0
2912,1,0,0
2843,1,0,0
4027,1,0,0
5488,1,0,0
10075,0,0,1
4485,1,0,0
2556,0,1,0
10795,0,0,1
6864,1,0,0
489,0,1,0
493,0,1,0
690,0,1,0
9811,0,0,1
3821,1,0,0
602,0,1,0
1911,0,1,0
1014,0,1,0
8288,0,0,1
869,0,1,0
1993,0,1,0
7920,0,0,1
3757,1,0,0
6647,1,0,0
9935,0,0,1
2366,0,1,0
7610,0,0,1
5283,1,0,0
4370,1,0,0
2686,1,0,0
1573,0,1,0
1361,0,1,0
8409,0,0,1
1526,0,1,0
1327,0,1,0
1629,0,1,0
11367,0,0,1
1551,0,1,0
8361,0,0,1
11304,0,0,1
1337,0,1,0
3901,1,0,0
3010,1,0,0
5041,1,0,0
10302,0,0,1
2250,0,1,0
8758,0,0,1
8547,0,0,1
5039,1,0,0
2346,0,1,0
10835,0,0,1
5485,1,0,0
10351,0,0,1
2784,1,0,0
5694,1,0,0
5119,1,0,0
5166,1,0,0
5555,1,0,0
5599,1,0,0
1134,0,1,0
150,0,1,0
2804,1,0,0
8063,0,0,1
2086,0,1,0
3751,1,0,0
5612,1,0,0
2259,0,1,0
4017,1,0,0
8272,0,0,1
1064,0,1,0
2424,0,1,0
4138,1,0,0
3856,1,0,0
859,0,1,0
5367,1,0,0
2962,1,0,0
9582,0,0,1
9048,0,0,1
9992,0,0,1
4739,1,0,0
10564,0,0,1
4462,1,0,0
5528,1,0,0
9898,0,0,1
1364,0,1,0
10313,0,0,1
1779,0,1,0
8059,0,0,1
4785,1,0,0
2101,0,1,0
1818,0,1,0
369,0,1,0
4937,1,0,0
2704,1,0,0
5285,1,0,0
175,0,1,0
6405,1,0,0
7071,0,0,1
9142,0,0,1
2093,0,1,0
11199,0,0,1
10479,0,0,1
3491,1,0,0
7817,0,0,1
1920,0,1,0
82,0,1,0
7331,0,0,1
7304,0,0,1
816,0,1,0
10036,0,0,1
1091,0,1,0
4396,1,0,0
2928,1,0,0
5568,1,0,0
283,0,1,0
6124,1,0,0
4120,1,0,0
9305,0,0,1
609,0,1,0
2915,1,0,0
1813,0,1,0
1271,0,1,0
7034,0,0,1
8124,0,0,1
11201,0,0,1
2994,1,0,0
9341,0,0,1
7482,0,0,1
7246,0,0,1
10971,0,0,1
6409,1,0,0
6104,1,0,0
9684,0,0,1
2642,1,0,0
8560,0,0,1
8065,0,0,1
4508,1,0,0
2305,0,1,0
8524,0,0,1
9781,0,0,1
4195,1,0,0
5562,1,0,0
4840,1,0,0
7493,0,0,1
4655,1,0,0
9749,0,0,1
9528,0,0,1
4168,1,0,0
3849,1,0,0
11484,0,0,1
10742,0,0,1
5253,1,0,0
7061,0,0,1
11170,0,0,1
7476,0,0,1
5533,1,0,0
2414,0,1,0
3554,1,0,0
4691,1,0,0
4498,1,0,0
7275,0,0,1
2195,0,1,0
5045,1,0,0
2600,1,0,0
6163,1,0,0
6373,1,0,0
1518,0,1,0
4764,1,0,0
4314,1,0,0
3366,1,0,0
7606,0,0,1
6058,1,0,0
10310,0,0,1
10879,0,0,1
6309,1,0,0
2633,1,0,0
5755,1,0,0
5633,1,0,0
9554,0,0,1
5922,1,0,0
7512,0,0,1
10862,0,0,1
11173,0,0,1
2434,0,1,0
7162,0,0,1
9648,0,0,1
3275,1,0,0
8835,0,0,1
8604,0,0,1
6064,1,0,0
4520,1,0,0
5587,1,0,0
3545,1,0,0
7249,0,0,1
8178,0,0,1
8200,0,0,1
10279,0,0,1
5531,1,0,0
5444,1,0,0
7737,0,0,1
517,0,1,0
8270,0,0,1
6160,1,0,0
8769,0,0,1
10597,0,0,1
9429,0,0,1
9137,0,0,1
1415,0,1,0
4664,1,0,0
4456,1,0,0
2761,1,0,0
6974,0,0,1
6481,1,0,0
5911,1,0,0
10537,0,0,1
6547,1,0,0
4855,1,0,0
7644,0,0,1
10341,0,0,1
127,0,1,0
3474,1,0,0
6358,1,0,0
9426,0,0,1
4310,1,0,0
8484,0,0,1
2438,0,1,0
3765,1,0,0
9640,0,0,1
8090,0,0,1
6432,1,0,0
8021,0,0,1
7846,0,0,1
8839,0,0,1
11398,0,0,1
1473,0,1,0
6340,1,0,0
4821,1,0,0
18,0,1,0
3560,1,0,0
3951,1,0,0
49,0,1,0
5437,1,0,0
11543,0,0,1
8492,0,0,1
887,0,1,0
6261,1,0,0
7236,0,0,1
6989,0,0,1
6043,1,0,0
2616,1,0,0
516,0,1,0
3168,1,0,0
2949,1,0,0
1424,0,1,0
139,0,1,0
7450,0,0,1
1924,0,1,0
2378,0,1,0
7732,0,0,1
3197,1,0,0
5131,1,0,0
112,0,1,0
10127,0,0,1
4559,1,0,0
4595,1,0,0
5329,1,0,0
3250,1,0,0
4690,1,0,0
10675,0,0,1
7951,0,0,1
3697,1,0,0
4546,1,0,0
9841,0,0,1
3277,1,0,0
8374,0,0,1
4935,1,0,0
4068,1,0,0
4408,1,0,0
8299,0,0,1
11023,0,0,1
11117,0,0,1
9081,0,0,1
3222,1,0,0
9573,0,0,1
451,0,1,0
7262,0,0,1
3731,1,0,0
7256,0,0,1
10447,0,0,1
7722,0,0,1
4986,1,0,0
3663,1,0,0
2763,1,0,0
658,0,1,0
5602,1,0,0
1855,0,1,0
7407,0,0,1
4620,1,0,0
999,0,1,0
389,0,1,0
3407,1,0,0
6426,1,0,0
1476,0,1,0
2240,0,1,0
2386,0,1,0
10666,0,0,1
992,0,1,0
7032,0,0,1
4997,1,0,0
3922,1,0,0
2972,1,0,0
3386,1,0,0
6871,1,0,0
9258,0,0,1
10849,0,0,1
8833,0,0,1
4769,1,0,0
1293,0,1,0
1824,0,1,0
2873,1,0,0
4173,1,0,0
2535,0,1,0
10657,0,0,1
1907,0,1,0
42,0,1,0
11076,0,0,1
368,0,1,0
6033,1,0,0
7619,0,0,1
1151,0,1,0
7007,0,0,1
1567,0,1,0
3171,1,0,0
8109,0,0,1
8525,0,0,1
7106,0,0,1
9170,0,0,1
4160,1,0,0
4287,1,0,0
2230,0,1,0
11063,0,0,1
174,0,1,0
1903,0,1,0
1099,0,1,0
9787,0,0,1
8589,0,0,1
3408,1,0,0
1538,0,1,0
2292,0,1,0
10855,0,0,1
1363,0,1,0
4357,1,0,0
4677,1,0,0
5260,1,0,0
8736,0,0,1
8883,0,0,1
680,0,1,0
10877,0,0,1
9241,0,0,1
3664,1,0,0
10515,0,0,1
1661,0,1,0
508,0,1,0
166,0,1,0
5497,1,0,0
9673,0,0,1
1006,0,1,0
9736,0,0,1
7365,0,0,1
1914,0,1,0
3494,1,0,0
7263,0,0,1
11242,0,0,1
11375,0,0,1
7361,0,0,1
10426,0,0,1
4990,1,0,0
2536,0,1,0
1104,0,1,0
3875,1,0,0
11632,0,0,1
1752,0,1,0
5310,1,0,0
5952,1,0,0
8840,0,0,1
8614,0,0,1
2916,1,0,0
10104,0,0,1
5754,1,0,0
152,0,1,0
5230,1,0,0
9284,0,0,1
5679,1,0,0
3907,1,0,0
10661,0,0,1
2552,0,1,0
2773,1,0,0
4105,1,0,0
3551,1,0,0
3722,1,0,0
976,0,1,0
520,0,1,0
9462,0,0,1
9326,0,0,1
10445,0,0,1
4538,1,0,0
6175,1,0,0
9974,0,0,1
7081,0,0,1
1822,0,1,0
4086,1,0,0
8298,0,0,1
10207,0,0,1
6896,1,0,0
1991,0,1,0
10275,0,0,1
309,0,1,0
4308,1,0,0
5141,1,0,0
9045,0,0,1
3599,1,0,0
3622,1,0,0
3811,1,0,0
6005,1,0,0
10157,0,0,1
3450,1,0,0
4591,1,0,0
7549,0,0,1
7352,0,0,1
205,0,1,0
8114,0,0,1
11476,0,0,1
1135,0,1,0
6680,1,0,0
10956,0,0,1
2749,1,0,0
3613,1,0,0
305,0,1,0
1849,0,1,0
3414,1,0,0
10580,0,0,1
1988,0,1,0
3240,1,0,0
2798,1,0,0
4515,1,0,0
5630,1,0,0
9282,0,0,1
3109,1,0,0
4939,1,0,0
4059,1,0,0
1987,0,1,0
5934,1,0,0
10885,0,0,1
5810,1,0,0
383,0,1,0
5634,1,0,0
4307,1,0,0
3156,1,0,0
6534,1,0,0
10140,0,0,1
9677,0,0,1
3832,1,0,0
10164,0,0,1
4776,1,0,0
7997,0,0,1
4276,1,0,0
11214,0,0,1
11195,0,0,1
278,0,1,0
6771,1,0,0
7415,0,0,1
3252,1,0,0
8354,0,0,1
10970,0,0,1
289,0,1,0
3075,1,0,0
8455,0,0,1
8281,0,0,1
270,0,1,0
4570,1,0,0
10238,0,0,1
6696,1,0,0
4316,1,0,0
3180,1,0,0
1422,0,1,0
9229,0,0,1
4557,1,0,0
7812,0,0,1
6297,1,0,0
9660,0,0,1
11328,0,0,1
1132,0,1,0
6242,1,0,0
8878,0,0,1
10934,0,0,1
7423,0,0,1
8516,0,0,1
8424,0,0,1
5520,1,0,0
10154,0,0,1
8855,0,0,1
3786,1,0,0
8703,0,0,1
2161,0,1,0
3008,1,0,0
1105,0,1,0
10372,0,0,1
692,0,1,0
4956,1,0,0
4369,1,0,0
2765,1,0,0
3929,1,0,0
8931,0,0,1
11459,0,0,1
7778,0,0,1
628,0,1,0
2451,0,1,0
3824,1,0,0
10477,0,0,1
3743,1,0,0
2176,0,1,0
6689,1,0,0
3318,1,0,0
8486,0,0,1
7432,0,0,1
2787,1,0,0
1196,0,1,0
1676,0,1,0
3947,1,0,0
7618,0,0,1
4444,1,0,0
5722,1,0,0
9891,0,0,1
2369,0,1,0
4967,1,0,0
2217,0,1,0
8148,0,0,1
3326,1,0,0
10220,0,0,1
3583,1,0,0
11402,0,0,1
11460,0,0,1
3619,1,0,0
6217,1,0,0
2468,0,1,0
8277,0,0,1
11221,0,0,1
5973,1,0,0
3667,1,0,0
5158,1,0,0
7594,0,0,1
6976,0,0,1
3423,1,0,0
8199,0,0,1
2409,0,1,0
3212,1,0,0
5366,1,0,0
8704,0,0,1
6593,1,0,0
2895,1,0,0
10750,0,0,1
3642,1,0,0
8621,0,0,1
9793,0,0,1
11305,0,0,1
10462,0,0,1
11554,0,0,1
5451,1,0,0
7160,0,0,1
7866,0,0,1
2743,1,0,0
4958,1,0,0
6474,1,0,0
7888,0,0,1
492,0,1,0
1116,0,1,0
5637,1,0,0
10245,0,0,1
11511,0,0,1
8664,0,0,1
10047,0,0,1
6589,1,0,0
10584,0,0,1
7557,0,0,1
11024,0,0,1
5241,1,0,0
10834,0,0,1
2783,1,0,0
8610,0,0,1
1696,0,1,0
5685,1,0,0
2295,0,1,0
5939,1,0,0
7763,0,0,1
3313,1,0,0
4781,1,0,0
9315,0,0,1
7605,0,0,1
215,0,1,0
6707,1,0,0
9624,0,0,1
10659,0,0,1
3483,1,0,0
7006,0,0,1
5102,1,0,0
6599,1,0,0
3764,1,0,0
6410,1,0,0
8869,0,0,1
25,0,1,0
7659,0,0,1
10171,0,0,1
10739,0,0,1
10059,0,0,1
6683,1,0,0
9608,0,0,1
9030,0,0,1
11257,0,0,1
11602,0,0,1
1102,0,1,0
3276,1,0,0
5345,1,0,0
10590,0,0,1
8490,0,0,1
11657,0,0,1
2207,0,1,0
4552,1,0,0
4402,1,0,0
7395,0,0,1
3718,1,0,0
972,0,1,0
4579,1,0,0
6516,1,0,0
719,0,1,0
6155,1,0,0
11007,0,0,1
2803,1,0,0
2566,0,1,0
4025,1,0,0
6198,1,0,0
8224,0,0,1
10308,0,0,1
4063,1,0,0
2792,1,0,0
2222,0,1,0
5818,1,0,0
3866,1,0,0
8462,0,0,1
10109,0,0,1
3227,1,0,0
4214,1,0,0
3923,1,0,0
9470,0,0,1
1401,0,1,0
7703,0,0,1
4979,1,0,0
3253,1,0,0
10071,0,0,1
2661,1,0,0
2158,0,1,0
8088,0,0,1
674,0,1,0
8902,0,0,1
7011,0,0,1
10260,0,0,1
3841,1,0,0
1815,0,1,0
9717,0,0,1
11474,0,0,1
2100,0,1,0
10366,0,0,1
6708,1,0,0
1673,0,1,0
4213,1,0,0
8507,0,0,1
1548,0,1,0
8456,0,0,1
5184,1,0,0
1461,0,1,0
10957,0,0,1
3220,1,0,0
10691,0,0,1
7170,0,0,1
7430,0,0,1
1751,0,1,0
3976,1,0,0
8353,0,0,1
1772,0,1,0
2016,0,1,0
2005,0,1,0
3893,1,0,0
3237,1,0,0
4424,1,0,0
2257,0,1,0
4072,1,0,0
5574,1,0,0
11289,0,0,1
5355,1,0,0
8418,0,0,1
6093,1,0,0
7935,0,0,1
9468,0,0,1
1519,0,1,0
9753,0,0,1
1378,0,1,0
5672,1,0,0
2587,0,1,0
11392,0,0,1
5621,1,0,0
9231,0,0,1
9622,0,0,1
5842,1,0,0
7122,0,0,1
5832,1,0,0
4888,1,0,0
5904,1,0,0
522,0,1,0
8043,0,0,1
3607,1,0,0
234,0,1,0
3796,1,0,0
6318,1,0,0
7094,0,0,1
1948,0,1,0
6361,1,0,0
6091,1,0,0
10604,0,0,1
2224,0,1,0
5571,1,0,0
4523,1,0,0
5793,1,0,0
10252,0,0,1
5738,1,0,0
2624,1,0,0
4728,1,0,0
7818,0,0,1
11563,0,0,1
10641,0,0,1
11015,0,0,1
2437,0,1,0
6056,1,0,0
6352,1,0,0
3167,1,0,0
1809,0,1,0
9463,0,0,1
7161,0,0,1
5086,1,0,0
9418,0,0,1
7016,0,0,1
9119,0,0,1
4945,1,0,0
6046,1,0,0
10806,0,0,1
6919,1,0,0
5590,1,0,0
7226,0,0,1
1228,0,1,0
9012,0,0,1
6846,1,0,0
8244,0,0,1
6555,1,0,0
159,0,1,0
1589,0,1,0
11477,0,0,1
11068,0,0,1
11048,0,0,1
10895,0,0,1
6687,1,0,0
10907,0,0,1
8813,0,0,1
7480,0,0,1
10809,0,0,1
1556,0,1,0
2828,1,0,0
436,0,1,0
5789,1,0,0
9718,0,0,1
1588,0,1,0
7398,0,0,1
2780,1,0,0
10482,0,0,1
5686,1,0,0
3965,1,0,0
4727,1,0,0
1238,0,1,0
2951,1,0,0
8537,0,0,1
10149,0,0,1
1497,0,1,0
6465,1,0,0
7355,0,0,1
7823,0,0,1
7547,0,0,1
7913,0,0,1
9993,0,0,1
5185,1,0,0
5647,1,0,0
5242,1,0,0
2130,0,1,0
2092,0,1,0
5409,1,0,0
187,0,1,0
7938,0,0,1
3655,1,0,0
3426,1,0,0
8972,0,0,1
1381,0,1,0
9134,0,0,1
7427,0,0,1
5037,1,0,0
4897,1,0,0
3175,1,0,0
10219,0,0,1
8448,0,0,1
11544,0,0,1
11570,0,0,1
2235,0,1,0
8068,0,0,1
4236,1,0,0
10265,0,0,1
8956,0,0,1
24,0,1,0
3363,1,0,0
1088,0,1,0
10686,0,0,1
2841,1,0,0
7537,0,0,1
7470,0,0,1
10878,0,0,1
4152,1,0,0
695,0,1,0
10711,0,0,1
6337,1,0,0
1227,0,1,0
1999,0,1,0
276,0,1,0
5929,1,0,0
2953,1,0,0
3637,1,0,0
3906,1,0,0
4778,1,0,0
5845,1,0,0
11316,0,0,1
4117,1,0,0
1137,0,1,0
2767,1,0,0
8182,0,0,1
9278,0,0,1
7661,0,0,1
8699,0,0,1
2490,0,1,0
11295,0,0,1
7742,0,0,1
3935,1,0,0
2384,0,1,0
8016,0,0,1
7084,0,0,1
115,0,1,0
1863,0,1,0
3119,1,0,0
4258,1,0,0
10774,0,0,1
2819,1,0,0
8923,0,0,1
8788,0,0,1
10605,0,0,1
4699,1,0,0
3802,1,0,0
